,date,store_nbr,item_nbr,unit_sales,onpromotion,city,state,type_x,cluster,family,class,perishable,type_y,locale,transferred,dcoilwtico
70,2013-01-01,25,222879,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1058,0,Holiday,National,False,93.14
71,2013-01-01,25,223434,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1032,0,Holiday,National,False,93.14
72,2013-01-01,25,224081,6.0,,Salinas,Santa Elena,D,1,CLEANING,3022,0,Holiday,National,False,93.14
73,2013-01-01,25,226857,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1035,0,Holiday,National,False,93.14
74,2013-01-01,25,227111,1.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
75,2013-01-01,25,246052,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1039,0,Holiday,National,False,93.14
76,2013-01-01,25,252970,3.0,,Salinas,Santa Elena,D,1,CLEANING,3008,0,Holiday,National,False,93.14
77,2013-01-01,25,252972,2.0,,Salinas,Santa Elena,D,1,CLEANING,3008,0,Holiday,National,False,93.14
78,2013-01-01,25,253103,2.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2712,1,Holiday,National,False,93.14
79,2013-01-01,25,257847,90.0,,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,Holiday,National,False,93.14
80,2013-01-01,25,257848,10.0,,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,Holiday,National,False,93.14
81,2013-01-01,25,258268,6.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
82,2013-01-01,25,258396,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1010,0,Holiday,National,False,93.14
83,2013-01-01,25,260893,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
84,2013-01-01,25,261052,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
85,2013-01-01,25,261053,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
86,2013-01-01,25,261700,3.0,,Salinas,Santa Elena,D,1,GROCERY I,1048,0,Holiday,National,False,93.14
87,2013-01-01,25,262358,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1044,0,Holiday,National,False,93.14
88,2013-01-01,25,265254,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
89,2013-01-01,25,265257,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
90,2013-01-01,25,265258,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
91,2013-01-01,25,265266,1.0,,Salinas,Santa Elena,D,1,PREPARED FOODS,2986,1,Holiday,National,False,93.14
92,2013-01-01,25,265559,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
93,2013-01-01,25,268440,1.0,,Salinas,Santa Elena,D,1,CLEANING,3026,0,Holiday,National,False,93.14
94,2013-01-01,25,268443,7.0,,Salinas,Santa Elena,D,1,CLEANING,3026,0,Holiday,National,False,93.14
95,2013-01-01,25,268664,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1028,0,Holiday,National,False,93.14
96,2013-01-01,25,268676,3.0,,Salinas,Santa Elena,D,1,GROCERY I,1062,0,Holiday,National,False,93.14
97,2013-01-01,25,268834,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1056,0,Holiday,National,False,93.14
98,2013-01-01,25,273528,2.0,,Salinas,Santa Elena,D,1,PERSONAL CARE,4114,0,Holiday,National,False,93.14
99,2013-01-01,25,275823,1.0,,Salinas,Santa Elena,D,1,CLEANING,3018,0,Holiday,National,False,93.14
100,2013-01-01,25,275826,1.0,,Salinas,Santa Elena,D,1,CLEANING,3018,0,Holiday,National,False,93.14
101,2013-01-01,25,279494,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1062,0,Holiday,National,False,93.14
102,2013-01-01,25,302997,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1096,0,Holiday,National,False,93.14
103,2013-01-01,25,305080,10.0,,Salinas,Santa Elena,D,1,GROCERY I,1045,0,Holiday,National,False,93.14
104,2013-01-01,25,305081,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1045,0,Holiday,National,False,93.14
105,2013-01-01,25,305227,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1013,0,Holiday,National,False,93.14
106,2013-01-01,25,305229,8.0,,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Holiday,National,False,93.14
107,2013-01-01,25,305344,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1092,0,Holiday,National,False,93.14
108,2013-01-01,25,308085,9.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
109,2013-01-01,25,308726,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1084,0,Holiday,National,False,93.14
110,2013-01-01,25,308916,1.0,,Salinas,Santa Elena,D,1,CLEANING,3004,0,Holiday,National,False,93.14
111,2013-01-01,25,310644,8.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2702,1,Holiday,National,False,93.14
112,2013-01-01,25,311954,5.0,,Salinas,Santa Elena,D,1,CLEANING,3006,0,Holiday,National,False,93.14
113,2013-01-01,25,311994,22.589,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2752,1,Holiday,National,False,93.14
114,2013-01-01,25,312324,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1044,0,Holiday,National,False,93.14
115,2013-01-01,25,313641,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1074,0,Holiday,National,False,93.14
116,2013-01-01,25,314384,8.0,,Salinas,Santa Elena,D,1,GROCERY I,1004,0,Holiday,National,False,93.14
117,2013-01-01,25,314393,2.0,,Salinas,Santa Elena,D,1,CLEANING,3032,0,Holiday,National,False,93.14
118,2013-01-01,25,314570,3.0,,Salinas,Santa Elena,D,1,CLEANING,3024,0,Holiday,National,False,93.14
119,2013-01-01,25,315176,14.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
120,2013-01-01,25,315179,4.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
121,2013-01-01,25,315220,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Holiday,National,False,93.14
122,2013-01-01,25,315277,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
123,2013-01-01,25,315320,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1066,0,Holiday,National,False,93.14
124,2013-01-01,25,315322,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1084,0,Holiday,National,False,93.14
125,2013-01-01,25,315460,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
126,2013-01-01,25,315463,14.0,,Salinas,Santa Elena,D,1,GROCERY II,1236,0,Holiday,National,False,93.14
127,2013-01-01,25,315474,5.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2718,1,Holiday,National,False,93.14
128,2013-01-01,25,318787,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
129,2013-01-01,25,318847,3.0,,Salinas,Santa Elena,D,1,CLEANING,3026,0,Holiday,National,False,93.14
130,2013-01-01,25,319093,6.0,,Salinas,Santa Elena,D,1,DELI,2630,1,Holiday,National,False,93.14
131,2013-01-01,25,319094,1.0,,Salinas,Santa Elena,D,1,DELI,2632,1,Holiday,National,False,93.14
132,2013-01-01,25,320682,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1080,0,Holiday,National,False,93.14
133,2013-01-01,25,323013,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1058,0,Holiday,National,False,93.14
134,2013-01-01,25,323227,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1030,0,Holiday,National,False,93.14
135,2013-01-01,25,323921,1.0,,Salinas,Santa Elena,D,1,PERSONAL CARE,4114,0,Holiday,National,False,93.14
136,2013-01-01,25,324206,3.0,,Salinas,Santa Elena,D,1,CLEANING,3022,0,Holiday,National,False,93.14
137,2013-01-01,25,329362,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1032,0,Holiday,National,False,93.14
138,2013-01-01,25,329397,2.0,,Salinas,Santa Elena,D,1,DAIRY,2112,1,Holiday,National,False,93.14
139,2013-01-01,25,346066,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1039,0,Holiday,National,False,93.14
140,2013-01-01,25,352513,1.0,,Salinas,Santa Elena,D,1,CLEANING,3012,0,Holiday,National,False,93.14
141,2013-01-01,25,355090,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1024,0,Holiday,National,False,93.14
142,2013-01-01,25,358096,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1002,0,Holiday,National,False,93.14
143,2013-01-01,25,358100,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1010,0,Holiday,National,False,93.14
144,2013-01-01,25,358231,3.0,,Salinas,Santa Elena,D,1,CLEANING,3038,0,Holiday,National,False,93.14
145,2013-01-01,25,358515,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1024,0,Holiday,National,False,93.14
146,2013-01-01,25,360314,5.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2702,1,Holiday,National,False,93.14
147,2013-01-01,25,361502,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1036,0,Holiday,National,False,93.14
148,2013-01-01,25,362035,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1044,0,Holiday,National,False,93.14
149,2013-01-01,25,363868,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
150,2013-01-01,25,364413,1.0,,Salinas,Santa Elena,D,1,CLEANING,3032,0,Holiday,National,False,93.14
151,2013-01-01,25,364606,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Holiday,National,False,93.14
152,2013-01-01,25,364738,6.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
153,2013-01-01,25,364829,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
154,2013-01-01,25,364834,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
155,2013-01-01,25,365138,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
156,2013-01-01,25,368140,15.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
157,2013-01-01,25,368424,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1078,0,Holiday,National,False,93.14
158,2013-01-01,25,368624,1.0,,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,Holiday,National,False,93.14
159,2013-01-01,25,368628,47.0,,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,Holiday,National,False,93.14
160,2013-01-01,25,369432,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1036,0,Holiday,National,False,93.14
161,2013-01-01,25,370042,5.0,,Salinas,Santa Elena,D,1,GROCERY I,1080,0,Holiday,National,False,93.14
162,2013-01-01,25,371437,1.0,,Salinas,Santa Elena,D,1,CLEANING,3020,0,Holiday,National,False,93.14
163,2013-01-01,25,372480,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
164,2013-01-01,25,373152,1.0,,Salinas,Santa Elena,D,1,PERSONAL CARE,4114,0,Holiday,National,False,93.14
165,2013-01-01,25,374464,7.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
166,2013-01-01,25,376427,1.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
167,2013-01-01,25,378685,8.0,,Salinas,Santa Elena,D,1,DAIRY,2102,1,Holiday,National,False,93.14
168,2013-01-01,25,402174,8.0,,Salinas,Santa Elena,D,1,GROCERY I,1096,0,Holiday,National,False,93.14
169,2013-01-01,25,406965,1.0,,Salinas,Santa Elena,D,1,CLEANING,3015,0,Holiday,National,False,93.14
170,2013-01-01,25,407769,1.0,,Salinas,Santa Elena,D,1,CLEANING,3024,0,Holiday,National,False,93.14
171,2013-01-01,25,410257,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
172,2013-01-01,25,410866,1.0,,Salinas,Santa Elena,D,1,PREPARED FOODS,2980,1,Holiday,National,False,93.14
173,2013-01-01,25,414305,6.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
174,2013-01-01,25,414353,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Holiday,National,False,93.14
175,2013-01-01,25,414426,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
176,2013-01-01,25,414478,2.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2718,1,Holiday,National,False,93.14
177,2013-01-01,25,414621,26.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
178,2013-01-01,25,414623,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
179,2013-01-01,25,414750,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
180,2013-01-01,25,414752,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
181,2013-01-01,25,414888,1.0,,Salinas,Santa Elena,D,1,CLEANING,3090,0,Holiday,National,False,93.14
182,2013-01-01,25,417765,2.0,,Salinas,Santa Elena,D,1,CLEANING,3026,0,Holiday,National,False,93.14
183,2013-01-01,25,417835,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1028,0,Holiday,National,False,93.14
184,2013-01-01,25,418235,23.0,,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,Holiday,National,False,93.14
185,2013-01-01,25,420720,2.0,,Salinas,Santa Elena,D,1,DAIRY,2116,1,Holiday,National,False,93.14
186,2013-01-01,25,422452,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1032,0,Holiday,National,False,93.14
187,2013-01-01,25,426155,3.0,,Salinas,Santa Elena,D,1,PREPARED FOODS,2962,1,Holiday,National,False,93.14
188,2013-01-01,25,428488,1.0,,Salinas,Santa Elena,D,1,CLEANING,3030,0,Holiday,National,False,93.14
189,2013-01-01,25,452212,26.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2702,1,Holiday,National,False,93.14
190,2013-01-01,25,456870,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1010,0,Holiday,National,False,93.14
191,2013-01-01,25,456875,1.0,,Salinas,Santa Elena,D,1,CLEANING,3015,0,Holiday,National,False,93.14
192,2013-01-01,25,457424,7.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
193,2013-01-01,25,457425,1.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
194,2013-01-01,25,457574,8.655,,Salinas,Santa Elena,D,1,FROZEN FOODS,2226,0,Holiday,National,False,93.14
195,2013-01-01,25,457688,2.0,,Salinas,Santa Elena,D,1,CLEANING,3038,0,Holiday,National,False,93.14
196,2013-01-01,25,457928,3.052,,Salinas,Santa Elena,D,1,POULTRY,2416,1,Holiday,National,False,93.14
197,2013-01-01,25,458029,4.0,,Salinas,Santa Elena,D,1,CLEANING,3004,0,Holiday,National,False,93.14
198,2013-01-01,25,459762,5.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2708,1,Holiday,National,False,93.14
199,2013-01-01,25,462673,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1048,0,Holiday,National,False,93.14
200,2013-01-01,25,463598,3.0,,Salinas,Santa Elena,D,1,CLEANING,3024,0,Holiday,National,False,93.14
201,2013-01-01,25,464263,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Holiday,National,False,93.14
202,2013-01-01,25,464333,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
203,2013-01-01,25,464336,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
204,2013-01-01,25,464339,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1040,0,Holiday,National,False,93.14
205,2013-01-01,25,464374,2.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
206,2013-01-01,25,464385,7.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2718,1,Holiday,National,False,93.14
207,2013-01-01,25,464536,20.0,,Salinas,Santa Elena,D,1,GROCERY I,1016,0,Holiday,National,False,93.14
208,2013-01-01,25,464906,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1012,0,Holiday,National,False,93.14
209,2013-01-01,25,468058,1.0,,Salinas,Santa Elena,D,1,DELI,2644,1,Holiday,National,False,93.14
210,2013-01-01,25,470625,1.0,,Salinas,Santa Elena,D,1,CLEANING,3046,0,Holiday,National,False,93.14
211,2013-01-01,25,471985,4.0,,Salinas,Santa Elena,D,1,DAIRY,2114,1,Holiday,National,False,93.14
212,2013-01-01,25,472526,1.0,,Salinas,Santa Elena,D,1,GROCERY I,1026,0,Holiday,National,False,93.14
213,2013-01-01,25,502182,1.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2716,1,Holiday,National,False,93.14
214,2013-01-01,25,502227,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1096,0,Holiday,National,False,93.14
215,2013-01-01,25,502331,30.0,,Salinas,Santa Elena,D,1,BREAD/BAKERY,2702,1,Holiday,National,False,93.14
216,2013-01-01,25,507457,1.0,,Salinas,Santa Elena,D,1,FROZEN FOODS,2218,0,Holiday,National,False,93.14
217,2013-01-01,25,507478,3.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
218,2013-01-01,25,507479,1.0,,Salinas,Santa Elena,D,1,EGGS,2502,1,Holiday,National,False,93.14
219,2013-01-01,25,507867,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1070,0,Holiday,National,False,93.14
220,2013-01-01,25,507927,1.0,,Salinas,Santa Elena,D,1,CLEANING,3004,0,Holiday,National,False,93.14
221,2013-01-01,25,509877,1.0,,Salinas,Santa Elena,D,1,LINGERIE,7034,0,Holiday,National,False,93.14
222,2013-01-01,25,510054,7.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
223,2013-01-01,25,510055,2.0,,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Holiday,National,False,93.14
224,2013-01-01,25,514172,4.0,,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Holiday,National,False,93.14
225,2013-01-01,25,514242,4.0,,Salinas,Santa Elena,D,1,GROCERY I,1026,0,Holiday,National,False,93.14
226,2013-01-01,25,514327,7.0,,Salinas,Santa Elena,D,1,PREPARED FOODS,2986,1,Holiday,National,False,93.14
227,2013-01-01,25,517903,1.0,,Salinas,Santa Elena,D,1,DELI,2632,1,Holiday,National,False,93.14
228,2013-01-01,25,518091,42.0,,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,Holiday,National,False,93.14
229,2013-01-01,25,518094,12.0,,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,Holiday,National,False,93.14
